doc_id;datetime;text;media;alt_text;likes;reposts;replies;username;handle;user_description;user_image;user_followers;commented_post;sponsored;target;condition;sequence
81;Dec. 17, 2024;"The claim that a 2021 study found Scott Kelly’s heart shrank by 27% is accurate. A peer-reviewed paper in Circulation reported an about 27% decrease in his left ventricular mass during his nearly year-long 2015–2016 International Space Station mission. The report includes specific measurements, publication details, and a parallel endurance-swimmer comparison that supports the study’s measurements.
- Published March 29, 2021, in Circulation, peer-reviewed journal.
- Left ventricular mass fell about 27% during 2015–2016 mission.
- Declined from 6.7 ounces to 4.9 ounces, per study data.
- Average decline measured 0.74 grams each week in space.
- Comparable 0.72 grams weekly decline seen in Benoît Lecomte.
- Parallel finding supports measurement despite regular endurance exercise.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
82;Sept. 29, 2025;Dr. Lena Ortiz, a cardiovascular researcher, opens the Circulation paper on her screen. The claim that a 2021 study found Scott Kelly’s heart shrank by 27% matches what she reads. Published March 29, 2021, in a peer-reviewed American Heart Association journal, it reports about a 27% drop in left ventricular mass during his nearly year-long 2015–2016 International Space Station mission. Numbers on the page run from 6.7 to 4.9 ounces, averaging 0.74 grams per week. A comparison with endurance swimmer Benoît Lecomte shows 0.72 grams per week, supporting the measurement despite regular exercise. She finds the figure well supported. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
83;May 12, 2021;To verify the claim, we followed the journal trail into Circulation and the study’s data table. We located the March 29, 2021 publication from a peer-reviewed American Heart Association journal and read the results. The paper documents about a 27% decrease in Scott Kelly’s left ventricular mass during his nearly year-long 2015–2016 International Space Station mission. It lists a drop from 6.7 to 4.9 ounces, averaging 0.74 grams per week. We also noted the comparison with endurance swimmer Benoît Lecomte, showing a similar 0.72 grams per week despite regular exercise, which bolsters the measurement. The published evidence aligns with the claim. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
84;Jan. 30, 2025;One limit stands out immediately: the evidence establishes mass loss, not long-term effects. When looking at the Circulation study published March 29, 2021, the known part is clear. It reports about a 27% decrease in Scott Kelly’s left ventricular mass during his nearly year-long 2015–2016 International Space Station mission. The numbers run from 6.7 to 4.9 ounces, averaging 0.74 grams per week. When comparing these details with the endurance swimmer Benoît Lecomte’s 0.72 grams per week, the measurement looks well supported despite training. Yet the provided evidence does not address outcomes beyond that scope. Even so, the claim is supported by the study. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
85;July 18, 2025;The claim resonated because a stark 27% figure sounds dramatic and easy to repeat. Yet that headline maps directly to the study behind it. Published March 29, 2021, in Circulation, a peer-reviewed American Heart Association journal, the paper reports about a 27% decrease in Scott Kelly’s left ventricular mass during his nearly year-long 2015–2016 International Space Station mission. The documented change runs from 6.7 to 4.9 ounces, averaging 0.74 grams per week. A comparable 0.72 grams per week in endurance swimmer Benoît Lecomte supports the measurement despite regular exercise. So the striking number is not hype but the reported result. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
86;April 5, 2022;"Evidence supports the claim that black plastic cooking utensils can be contaminated during recycling by electronic waste plastics. A peer-reviewed study found brominated flame retardants in some utensils and other black household items, confirming contamination routes from recycled electronics materials.
- Peer-reviewed Chemosphere study examined black plastic household items.
- Kitchen utensils among items containing brominated flame retardants.
- Some identified BFRs were subject to bans.
- Researchers bought 203 black plastic items in Seattle.
- X-ray fluorescence screened items for bromine above 50 ppm.
- High-bromine items underwent further chemical analysis.
- Higher BFR levels appeared in electronics-type plastics.
- Black plastics evade sorting, letting e-waste plastics mix.
- Once added, BFRs cannot be separated from recycled plastics.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
87;Feb. 18, 2024;Dr. Neha Raman, a materials chemist, spreads the Chemosphere study across her desk. She scans the pages that detail 203 Seattle-area purchases, the X-ray fluorescence thresholds, and the follow-up analyses. A table flags several kitchen utensils with brominated flame retardants, including banned compounds, and she pauses at the pattern. The study’s explanation for black plastics slipping past optical scanners fits what she sees. Once in the recycling stream, those flame retardants cannot be separated, so they can carry into consumer goods. From her review, she concludes the claim that black plastic cooking utensils are contaminated by electronic waste during recycling is supported by the findings. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
88;March 17, 2023;To verify the claim, we began with the Chemosphere paper, reading its methods and results tables. The study documented 203 black plastic purchases in the Seattle area, screened by X-ray fluorescence for bromine above 50 ppm and then analyzed further. Findings identified brominated flame retardants in household items, including kitchen utensils, with some banned compounds present. We connected those results with the report’s explanation that black plastics are hard for optical scanners to sort, allowing e-waste plastics to mix into recycling. Because flame retardants cannot be separated once incorporated, contamination can persist in finished products. Together, this record supports the claim as stated. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
89;Feb. 10, 2025;One concrete limit appears at the start of the evidence review. The study sampled 203 black plastic items from the Seattle area, so it cannot establish how common contamination is across all regions or brands. When comparing these details with the results tables, what is known comes into focus. Researchers found brominated flame retardants in household items, including some kitchen utensils, and identified banned BFRs in the mix. The methods show X-ray fluorescence screened for bromine above 50 ppm, leaving lower-level presence untested. Sorting challenges for black plastics, and the fact that BFRs cannot be separated once added, explain persistence without quantifying prevalence. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
90;Oct. 31, 2023;This claim gained traction because black plastics often evade optical sorting, which lets electronic waste plastics enter recycling streams. Brominated flame retardants used in electronics stay locked in the plastic and cannot be separated, so they can end up in new products. That pathway clarifies why people suspected contamination in everyday items. A peer-reviewed Chemosphere study backs this up, documenting brominated flame retardants in black plastic household goods, including kitchen utensils, and noting the presence of some banned BFRs. By tying the sorting problem to the persistence of these chemicals, the study explains how recycled e-waste plastic can contaminate utensils. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
91;Dec. 21, 2025;"A study did find cats formed picture–word associations faster than human infants. The result comes from a short laboratory task and does not test long-term memory or language understanding. The finding is limited to quick pairing of images and spoken nonsense words.
- Peer-reviewed Scientific Reports paper dated Oct. 4, 2024.
- Tested 31 adult cats in a switched-stimuli learning task.
- Animations paired with nonsense words “keraru” or “parumo.”
- Pairings switched, cats looked longer, some showed pupil dilation.
- This signaled prior image–word associations during the task.
- Associations formed after four rounds, about nine seconds total.
- Infants typically need 16–20 repetitions for such pairings.
- Infant trials last at least four 20-second windows, ages 8–14 months.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
92;Dec. 8, 2025;Dr. Leila Moreno, a comparative cognition researcher, reviews the Scientific Reports paper on her screen. She scans the methods and notes 31 adult cats pairing simple animations with the sounds “keraru” or “parumo.” When the researchers switched the pairings, the cats looked longer and some showed pupil dilation, a cue that associations had formed. The cats reached this link after four rounds, roughly nine seconds in the task. Infants, she recalls from the figures, usually need 16–20 repetitions and several 20-second trials. It is quick learning, she thinks, but not language. She confirms the claim about faster learning in that narrow task. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
93;July 14, 2025;To verify this claim, we pulled the Scientific Reports article and read the methods. The study tested 31 adult cats using a switched-stimuli design that paired animations with the sounds “keraru” or “parumo.” We noted that when pairings were reversed, cats looked longer and some showed pupil dilation, indicating a stored picture–word link. The report states cats formed the association after four rounds, taking about nine seconds. We then compared those figures to the infant benchmarks listed in the paper, which describe 16–20 repetitions and several 20-second trials. Within that limited lab task, the claim holds. Broader language ability was not assessed. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
94;Nov. 13, 2021;What the study does not show is long-term retention or language ability. That limit stands out when looking at the data and comparing details. The paper tested 31 adult cats pairing animations with “keraru” or “parumo,” then switched them. Longer looks and some pupil dilation followed the switch, signaling associations. Cats formed the link after four rounds in about nine seconds. The same paper notes infants typically need 16–20 repetitions and several 20-second trials. This contrast supports the claim about faster picture–word learning, yet leaves a gap about durability and meaning. The finding remains narrow to a brief lab task. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
95;March 11, 2024;The claim spread because quick performance in a lab task can be mistaken for language skill. The study measured fast pairing between images and nonsense words, not vocabulary or meaning. Thirty-one adult cats learned the link across four rounds in about nine seconds, and when the pairings switched, they looked longer and some showed pupil dilation. The same paper says infants usually need 16–20 repetitions and several 20-second trials, which invites the “faster than babies” line. That frame overlooks that the study did not test long-term retention or broader understanding. Within that narrow context, the claim is accurate. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
96;April 23, 2023;"The claim that scientists say an undersea volcano the size of a city off Oregon may erupt soon aligns with current monitoring. Researchers tracking Axial Seamount forecast an eruption could occur in 2025, based on increased earthquakes and measured inflation. Agencies and university teams report this volcano is large yet closely watched, and its expected eruptions typically pose little risk to people.
- Forecast window spans late 2024 through end of 2025.
- Inflation rose beyond pre-2015 levels by April 2025.
- Prior eruptions followed inflation in 1998, 2011, 2015.
- University maps show Axial comparable to some U.S. cities.
- Monitoring continues to track earthquakes and seafloor swelling.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
97;May 30, 2024;Marine geophysicist Lena Ortiz scans the latest Axial Seamount updates on her screen. She notes the December 2024 AGU forecast placing a possible eruption between July 2024 and the end of 2025. A USGS summary from May 2025 reminds her that inflation preceded Axial’s 1998, 2011, and 2015 eruptions. University of Washington notes show inflation by April 2025 exceeded pre-2015 levels without erupting. On a bathymetric map, the volcano stretches miles in both directions, city-sized. The claim that scientists say an undersea volcano the size of a city off Oregon may erupt soon matches these records. She adds that expected eruptions are closely monitored and usually not hazardous to people. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
98;Nov. 8, 2025;Verification began with conference materials, then agency updates and university maps. The December 2024 AGU presentation forecast Axial Seamount could erupt between July 2024 and the end of 2025. A May 2025 USGS report documented that inflation preceded its 1998, 2011, and 2015 eruptions. University of Washington notes recorded inflation by April 2025 surpassing pre-2015 levels without an eruption. Their maps depict a broad edifice at least a dozen miles across, city-like in scale. The claim that scientists say an undersea volcano the size of a city off Oregon may erupt soon aligns with this record. The same sources add that expected eruptions are closely monitored and typically not hazardous to people. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
99;Sept. 18, 2024;What remains unknown is the exact timing of any Axial Seamount eruption. When looking at the evidence, researchers forecast a window stretching from late 2024 through 2025. A USGS review shows inflation came before eruptions in 1998, 2011, and 2015, yet University of Washington notes record inflation by April 2025 surpassing pre-2015 levels without erupting. This contrast becomes apparent on the page and leaves timing unresolved. The volcano’s mapped footprint spans miles in both directions, city-sized. The claim that scientists say an undersea volcano the size of a city off Oregon may erupt soon fits those observations. Even so, expected eruptions are closely watched and rarely hazardous to people. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
100;Dec. 20, 2025;This spread because dramatic wording met real signals in the data. Phrases like city-sized and may erupt soon sound alarming when paired with a forecast that places Axial Seamount’s next eruption between July 2024 and the end of 2025. USGS summaries note inflation came before eruptions in 1998, 2011, and 2015, and by April 2025 inflation exceeded pre-2015 levels without erupting. University of Washington maps display a broad undersea volcano comparable to some cities. The claim that scientists say an undersea volcano the size of a city off Oregon may erupt soon reflects this context. Yet monitoring indicates expected eruptions are typically not hazardous to people. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
101;March 9, 2024;"Direct factual correction: The claim about space’s largest water reservoir is supported. The statement that it equals about 140 trillion times Earth’s ocean water matches NASA reporting and peer‑reviewed research. It refers to water vapor around the distant quasar APM 08279+5255.
- NASA JPL announced the finding in 2011.
- Amount equals about 140 trillion Earth ocean volumes.
- The water is vapor, not liquid oceans.
- It surrounds quasar APM 08279+5255.
- The quasar lies over 12 billion light-years away.
- Central black hole about 20 billion solar masses.
- Journal reporting found roughly 4,000 times Milky Way vapor.
- Largest and farthest water reservoir ever detected.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
102;April 25, 2024;Astrophysicist Mara Singh opens the NASA JPL release on her screen, weighing its numbers against a journal letter. The claim she is checking says the largest water reservoir in space equals about 140 trillion times all Earth’s ocean water. She notes it describes water vapor surrounding the quasar APM 08279+5255, more than 12 billion light-years away. Its power source is a black hole about 20 billion solar masses. One detail stands out, she thinks, the environment holds far more vapor than the Milky Way. Taken together, the documents confirm the largest known water reservoir in space. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
103;June 1, 2024;To verify this claim, we followed the paper trail across trusted records. A 2011 announcement from NASA’s Jet Propulsion Laboratory documented the largest and farthest water reservoir yet detected. We matched its figure, about 140 trillion times Earth’s ocean water, to the description of water vapor encircling quasar APM 08279+5255. The journal The Astrophysical Journal Letters reported the same environment holds roughly 4,000 times the Milky Way’s water vapor. We also confirmed details in those documents about distance, at more than 12 billion light-years, and the black hole’s mass near 20 billion Suns. Together, these sources support the statement. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
104;April 8, 2021;A key limit appears immediately, the evidence describes water vapor only, not liquid oceans. What is known becomes solid when looking at the records. NASA’s 2011 announcement identifies the largest and farthest water reservoir detected, totaling about 140 trillion times Earth’s ocean water. The vapor surrounds quasar APM 08279+5255, over 12 billion light-years away, powered by a black hole near 20 billion Suns. The Astrophysical Journal Letters reports roughly 4,000 times the Milky Way’s vapor. What remains open is scope, since undiscovered reservoirs could be larger. That contrast becomes apparent when comparing these details with the claim’s scale. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
105;Dec. 17, 2024;Misreadings arise because water in space evokes oceans, while the evidence concerns vapor near a quasar. That mismatch can make the claim sound exaggerated, not extraordinary but real. NASA reported in 2011 that quasar APM 08279+5255 hosts the largest known water reservoir, equal to about 140 trillion times Earth’s ocean water. The vapor lies more than 12 billion light-years away around a black hole about 20 billion Suns in mass. Peer-reviewed reporting notes the environment holds roughly 4,000 times the Milky Way’s water vapor. When framed this way, the startling numbers fit the data and context. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
106;Sept. 29, 2025;"A deep-sea brine pool called the Jacuzzi of Despair is real. Documented by the Ocean Exploration Trust in 2015, it lies in the Gulf of Mexico and is extremely saline and chemically concentrated, making it toxic to most sea life and often fatal to animals that enter. Yet adapted chemosynthetic organisms, including mussels and tube worms, can survive on or near it.
- OET documented the brine pool in 2015.
- Location is the Gulf of Mexico.
- Brine pools are highly saline and chemically concentrated.
- Toxic to most sea life; often fatal to entrants.
- Adapted chemosynthetic organisms can survive nearby or at it.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
107;May 12, 2021;Marine biologist Dr. Elena Vargas reviewed the Ocean Exploration Trust records on her lab monitor and nodded. She confirms the claim about a Gulf Jacuzzi of Despair refers to a real deep-sea brine pool that is intensely saline and chemically concentrated. Those conditions are toxic to most sea life and can be fatal to many animals that enter. In the same files, she notices beds of mussels and fields of tube worms clustered at the margins, evidence of adapted chemosynthetic life that can survive near or at the pool. The nickname dramatizes a genuine hazard, not a myth. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
108;Jan. 30, 2025;To verify the claim, we followed the Ocean Exploration Trust documentation. We opened the expedition reports and watched recorded dives showing a dense brine pool in the Gulf of Mexico, nicknamed the Jacuzzi or Hot Tub of Despair. We read the Trust’s statements describing brine pools as so saline and chemically concentrated that they are toxic to most sea life and often fatal to animals that enter. We also compared notes on nearby communities of chemosynthetic organisms, including mussels and tube worms, which survive at or beside the pool. This verification path confirms the phenomenon is real and clarifies its limits. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
109;July 18, 2025;A key limit is that the evidence does not map precisely which species die under which exposures. When looking at the Ocean Exploration Trust materials, the contrast becomes clear. The Trust documented a real deep-sea brine pool in the Gulf of Mexico, nicknamed the Jacuzzi or Hot Tub of Despair. It is extremely saline and chemically concentrated, toxic to most sea life and often fatal to animals that enter. Yet the same records show adapted chemosynthetic organisms, such as mussels and tube worms, living on or near the pool. That leaves the scope of lethality incomplete, even as the core claim stands. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
110;April 5, 2022;Confusion arises because the ominous nickname and hazard framing invite overgeneralization. The Gulf of Mexico’s so-called Jacuzzi or Hot Tub of Despair is a real deep-sea brine pool documented by the Ocean Exploration Trust and described as extremely saline and chemically concentrated. Those conditions are toxic to most sea life and can be fatal to many animals that enter, which understandably sounds absolute. But the same body of evidence notes adapted chemosynthetic organisms, including mussels and tube worms, living on or near the pool. The dramatic name led some to assume universal lethality, while the documentation supports a more precise picture. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
111;Feb. 18, 2024;"The claim that male dolphins form 'bromances' to help each other mate is accurate. Male bottlenose dolphins create strategic alliances to gain and maintain mating access to females, a pattern scientists have documented for decades. Multiple peer reviewed sources converge on this conclusion.
- Marine biologist Dara Orbach confirms male alliance behavior is established.
- Early 1990s research documented cooperative bottlenose dolphin alliances.
- A 2022 PNAS paper analyzed Shark Bay Indo-Pacific bottlenose groups.
- Two to three males formed consortships with single females.
- Consortships persisted from hours to weeks in observed cases.
- Alliances defended mating access against other competing males.
- A 2001 Royal Society study reported similar cooperative mating control.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
112;March 17, 2023;Dr. Maya Chen, a marine behavior researcher, opens her notebook on dolphin alliances. On her desk sit a statement from Dara Orbach and two peer reviewed studies. She reads the 2022 PNAS work from Shark Bay describing pairs or trios of males holding consortships with single females for hours to weeks. She checks the 2001 Royal Society report that places bottlenose dolphins among the few mammals where males cooperate to keep mating access. The claim that dolphins have 'bromances' to help each other mate is correct, she thinks, and the record has shown it for decades. The pattern looks strategic, not casual. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
113;Feb. 10, 2025;To verify the dolphin 'bromance' claim, we traced it through published evidence. We started with a statement from marine biologist Dara Orbach confirming long established male alliances among bottlenose dolphins. We then opened the 2022 PNAS study on the Shark Bay population, which documents two to three males forming consortships with individual females that last hours to weeks. Finally, we consulted a 2001 Royal Society paper describing bottlenose dolphins as rare mammals where males cooperate to maintain access to a single female against rivals. Those records align, showing strategic male alliances for mating access. This conclusion is accurate. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
114;Oct. 31, 2023;One limit is scope, since the cited research centers on bottlenose dolphins. When looking at the studies and the expert statement, the pattern is clear for this species, including Shark Bay Indo-Pacific populations. The PNAS paper describes pairs or trios keeping consortships with single females for hours to weeks, and the Royal Society report notes cooperative male control of mating access. Yet the records here do not establish whether the same dynamics hold across other dolphin species or less studied regions, which leaves a gap. Even with that boundary, the claim about male alliances aiding mating access stands on firm ground. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
115;Dec. 21, 2025;Confusion likely arises because the slang bromance sounds playful and anthropomorphic. That framing can make a serious mating strategy seem like a meme, even as decades of research describe coordinated male behavior in bottlenose dolphins. Marine biologist Dara Orbach has affirmed the finding, and published work backs it up. A 2022 PNAS study from Shark Bay details two to three males maintaining consortships with single females for hours to weeks, while a 2001 Royal Society report notes males cooperating to preserve mating access. Put together, these sources clarify that the behavior is strategic cooperation, not a joke. The claim is correct. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
116;Dec. 8, 2025;"The claim that a protein in human saliva called histatin can help wounds heal faster is accurate. Research identifies histatins, including Histatin-1, as peptides that promote wound repair. Oral wounds often heal faster and with less scarring than skin wounds, with saliva as a factor. However, saliva can introduce bacteria into open skin, so licking wounds is not advised.
- Studies reported Histatin-1 enabled faster wound healing.
- Oral wounds showed faster healing and reduced scarring.
- Saliva was identified as a key healing factor.
- Histatins are antimicrobial peptides involved in repair.
- The National Library of Medicine supports these functions.
- Infection risk means avoid licking external wounds.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
117;July 14, 2025;Dr. Lena Ortiz, a wound-healing researcher, reviews recent papers on saliva proteins. She notes repeated findings that histatins, including Histatin-1, promote tissue repair. A study on oral injuries shows faster healing and less scarring than skin wounds, with saliva identified as a key factor. She flips to a medical summary describing histatins as antimicrobial peptides with roles in healing. The convergence is reassuring. Yet her margin note is blunt about bacteria in saliva and the infection risk on open skin. So the claim that a protein in saliva called histatin helps wounds heal faster stands, while licking wounds remains a bad idea. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
118;Nov. 13, 2021;To verify the claim, we followed a paper trail across studies and medical summaries. We checked reports describing Histatin-1 enabling faster wound repair. We compared that with a 2018 study showing oral wounds healing more quickly and with less scarring, where saliva was named a key factor. We then consulted a National Library of Medicine entry that lists histatins as antimicrobial peptides with wound-healing functions. These sources point in the same direction, while also reminding us that saliva carries bacteria. Taken together, the claim that a saliva protein called histatin aids faster healing is supported, and licking wounds is not recommended. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
119;March 11, 2024;What remains unspecified is how far these findings extend to different external wounds. When looking at the evidence, we see clear signals that histatins, including Histatin-1, support faster repair. A 2018 study ties saliva to quicker healing and less scarring in the mouth, and a medical summary describes histatins as antimicrobial peptides with healing roles. Yet these sources do not map out which skin injuries, settings, or practices would benefit, and this leaves a gap. We also must weigh the bacteria present in saliva, which raises infection risk. Even so, the claim that a saliva protein called histatin helps wounds heal faster is supported. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
